id,nschcode,Rid,Index1,time,quadtime,orthtime,orthquad,test,effective,ses,timenonlin1,timenonlin2,timenonlin3,timenonlin
1829,110,15,3,2,4,1,1,73.68,1,-1.085,1,1,1,1
1830,111,1,1,0,0,-1,1,47.3,0,-1.463,0,0,0,0
1830,111,1,2,1,1,0,-2,46.58,0,-1.463,0.5,0.6,0.7,0.529
1830,111,1,3,2,4,1,1,46.6,0,-1.463,1,1,1,1
1831,111,2,1,0,0,-1,1,50.51,0,0.076,0,0,0,0
1831,111,2,2,1,1,0,-2,47.29,0,0.076,0.5,0.6,0.7,0.529
1831,111,2,3,2,4,1,1,57.35,0,0.076,1,1,1,1
1832,111,3,1,0,0,-1,1,52.2,1,-0.356,0,0,0,0
1832,111,3,2,1,1,0,-2,56.6,1,-0.356,0.5,0.6,0.7,0.529
1832,111,3,3,2,4,1,1,65.53,1,-0.356,1,1,1,1
1833,111,4,1,0,0,-1,1,54.34,0,-1.078,0,0,0,0
1833,111,4,2,1,1,0,-2,60.26,0,-1.078,0.5,0.6,0.7,0.529
1833,111,4,3,2,4,1,1,57.62,0,-1.078,1,1,1,1
1834,111,5,1,0,0,-1,1,60.7,1,-0.777,0,0,0,0
1834,111,5,2,1,1,0,-2,63.57,1,-0.777,0.5,0.6,0.7,0.529
1834,111,5,3,2,4,1,1,67.3,1,-0.777,1,1,1,1
1835,111,6,1,0,0,-1,1,40.39,0,-0.526,0,0,0,0
1835,111,6,2,1,1,0,-2,47.04,0,-0.526,0.5,0.6,0.7,0.529
1835,111,6,3,2,4,1,1,50.32,0,-0.526,1,1,1,1
1836,111,7,1,0,0,-1,1,45.94,0,0.112,0,0,0,0
1836,111,7,2,1,1,0,-2,56.09,0,0.112,0.5,0.6,0.7,0.529
1836,111,7,3,2,4,1,1,57.94,0,0.112,1,1,1,1
1837,111,8,1,0,0,-1,1,40.9,0,0.245,0,0,0,0
1837,111,8,2,1,1,0,-2,51.23,0,0.245,0.5,0.6,0.7,0.529
1837,111,8,3,2,4,1,1,50.21,0,0.245,1,1,1,1
1838,111,9,1,0,0,-1,1,54.61,0,-0.366,0,0,0,0
1838,111,9,2,1,1,0,-2,50,0,-0.366,0.5,0.6,0.7,0.529
1838,111,9,3,2,4,1,1,49.75,0,-0.366,1,1,1,1
1839,111,10,1,0,0,-1,1,47.7969,1,-0.292,0,0,0,0
1839,111,10,2,1,1,0,-2,52.0057,1,-0.292,0.5,0.6,0.7,0.529
1839,111,10,3,2,4,1,1,47.03105323,1,-0.292,1,1,1,1
1840,111,11,1,0,0,-1,1,60.4,0,-1.08,0,0,0,0
1840,111,11,2,1,1,0,-2,63.4,0,-1.08,0.5,0.6,0.7,0.529
1840,111,11,3,2,4,1,1,71.76,0,-1.08,1,1,1,1
1841,111,12,1,0,0,-1,1,49.84,0,-0.967,0,0,0,0
1841,111,12,2,1,1,0,-2,48.84,0,-0.967,0.5,0.6,0.7,0.529
1841,111,12,3,2,4,1,1,61.11,0,-0.967,1,1,1,1
1842,111,13,1,0,0,-1,1,39.24,0,0.238,0,0,0,0
1842,111,13,2,1,1,0,-2,42.53,0,0.238,0.5,0.6,0.7,0.529
1842,111,13,3,2,4,1,1,49.18,0,0.238,1,1,1,1
1843,111,14,1,0,0,-1,1,58.11,1,-1.797,0,0,0,0
1843,111,14,2,1,1,0,-2,54.08,1,-1.797,0.5,0.6,0.7,0.529
1843,111,14,3,2,4,1,1,57.5,1,-1.797,1,1,1,1
1844,111,15,1,0,0,-1,1,44.17,0,-0.773,0,0,0,0
1844,111,15,2,1,1,0,-2,46.16,0,-0.773,0.5,0.6,0.7,0.529
1844,111,15,3,2,4,1,1,54.62,0,-0.773,1,1,1,1
1845,111,16,1,0,0,-1,1,51.21,0,-0.532,0,0,0,0
1845,111,16,2,1,1,0,-2,57.59,0,-0.532,0.5,0.6,0.7,0.529
1845,111,16,3,2,4,1,1,57.51,0,-0.532,1,1,1,1
1846,111,17,1,0,0,-1,1,36.72,0,-0.025,0,0,0,0
1846,111,17,2,1,1,0,-2,47.05,0,-0.025,0.5,0.6,0.7,0.529
1846,111,17,3,2,4,1,1,46.44,0,-0.025,1,1,1,1
1847,112,1,1,0,0,-1,1,44.37,0,0.96,0,0,0,0
1847,112,1,2,1,1,0,-2,45.34,0,0.96,0.5,0.6,0.7,0.529
1847,112,1,3,2,4,1,1,57.43,0,0.96,1,1,1,1
1848,112,2,1,0,0,-1,1,34.28,0,0.927,0,0,0,0
1848,112,2,2,1,1,0,-2,47.13,0,0.927,0.5,0.6,0.7,0.529
1848,112,2,3,2,4,1,1,51.92,0,0.927,1,1,1,1
1849,112,3,1,0,0,-1,1,43.43,0,0.162,0,0,0,0
1849,112,3,2,1,1,0,-2,55.5,0,0.162,0.5,0.6,0.7,0.529
1849,112,3,3,2,4,1,1,54.22,0,0.162,1,1,1,1
1850,112,4,1,0,0,-1,1,45.17,0,-0.599,0,0,0,0
1850,112,4,2,1,1,0,-2,50.35,0,-0.599,0.5,0.6,0.7,0.529
1850,112,4,3,2,4,1,1,43.17,0,-0.599,1,1,1,1
1851,112,5,1,0,0,-1,1,61.66,0,0.269,0,0,0,0
1851,112,5,2,1,1,0,-2,63.74,0,0.269,0.5,0.6,0.7,0.529
1851,112,5,3,2,4,1,1,61.74,0,0.269,1,1,1,1
1852,112,6,1,0,0,-1,1,51.34,0,0.054,0,0,0,0
1852,112,6,2,1,1,0,-2,35.93,0,0.054,0.5,0.6,0.7,0.529
1852,112,6,3,2,4,1,1,56.08,0,0.054,1,1,1,1
1853,112,7,1,0,0,-1,1,47.7969,1,-0.149,0,0,0,0
1853,112,7,2,1,1,0,-2,52.0057,1,-0.149,0.5,0.6,0.7,0.529
1853,112,7,3,2,4,1,1,55.45099465,1,-0.149,1,1,1,1
1854,112,8,1,0,0,-1,1,47.9723,1,0.917,0,0,0,0
1854,112,8,2,1,1,0,-2,52.3265,1,0.917,0.5,0.6,0.7,0.529
1854,112,8,3,2,4,1,1,56.91335257,1,0.917,1,1,1,1
1855,112,9,1,0,0,-1,1,40.33,0,0.982,0,0,0,0
1855,112,9,2,1,1,0,-2,48.18,0,0.982,0.5,0.6,0.7,0.529
1855,112,9,3,2,4,1,1,42.55,0,0.982,1,1,1,1
1856,112,10,1,0,0,-1,1,37.57,0,-1.581,0,0,0,0
1856,112,10,2,1,1,0,-2,48.56,0,-1.581,0.5,0.6,0.7,0.529
1856,112,10,3,2,4,1,1,38.61,0,-1.581,1,1,1,1
1857,112,11,1,0,0,-1,1,57.48,1,0.661,0,0,0,0
1857,112,11,2,1,1,0,-2,60.29,1,0.661,0.5,0.6,0.7,0.529
1857,112,11,3,2,4,1,1,62.28,1,0.661,1,1,1,1
1858,112,12,1,0,0,-1,1,54.4,0,0.316,0,0,0,0
1858,112,12,2,1,1,0,-2,44.85,0,0.316,0.5,0.6,0.7,0.529
1858,112,12,3,2,4,1,1,41.97,0,0.316,1,1,1,1
1859,112,13,1,0,0,-1,1,41.13,0,0.509,0,0,0,0
1859,112,13,2,1,1,0,-2,43.96,0,0.509,0.5,0.6,0.7,0.529
1859,112,13,3,2,4,1,1,42.44,0,0.509,1,1,1,1
1860,112,14,1,0,0,-1,1,47.9724,1,0.683,0,0,0,0
1860,112,14,2,1,1,0,-2,52.3265,1,0.683,0.5,0.6,0.7,0.529
1860,112,14,3,2,4,1,1,60.56969767,1,0.683,1,1,1,1
1861,112,15,1,0,0,-1,1,36.96,0,0.553,0,0,0,0
1861,112,15,2,1,1,0,-2,39.18,0,0.553,0.5,0.6,0.7,0.529
1861,112,15,3,2,4,1,1,37.46,0,0.553,1,1,1,1
1862,112,16,1,0,0,-1,1,47.9724,1,-0.02,0,0,0,0
1862,112,16,2,1,1,0,-2,52.3265,1,-0.02,0.5,0.6,0.7,0.529
1862,112,16,3,2,4,1,1,68.29810214,1,-0.02,1,1,1,1
1863,112,17,1,0,0,-1,1,48.12,1,0.564,0,0,0,0
1863,112,17,2,1,1,0,-2,50.17,1,0.564,0.5,0.6,0.7,0.529
1863,112,17,3,2,4,1,1,50.94,1,0.564,1,1,1,1
1864,112,18,1,0,0,-1,1,61.23,0,-1.384,0,0,0,0
1864,112,18,2,1,1,0,-2,54.23,0,-1.384,0.5,0.6,0.7,0.529
1864,112,18,3,2,4,1,1,58.23,0,-1.384,1,1,1,1
1865,112,19,1,0,0,-1,1,47.9724,1,0.382,0,0,0,0
1865,112,19,2,1,1,0,-2,52.3265,1,0.382,0.5,0.6,0.7,0.529
1865,112,19,3,2,4,1,1,64.35255968,1,0.382,1,1,1,1
1866,112,20,1,0,0,-1,1,53.89,0,-0.405,0,0,0,0
1866,112,20,2,1,1,0,-2,63.73,0,-0.405,0.5,0.6,0.7,0.529
1866,112,20,3,2,4,1,1,70.99,0,-0.405,1,1,1,1
1867,112,21,1,0,0,-1,1,58.03,0,0.301,0,0,0,0
1867,112,21,2,1,1,0,-2,65.39,0,0.301,0.5,0.6,0.7,0.529
1867,112,21,3,2,4,1,1,63.25,0,0.301,1,1,1,1
1868,113,1,1,0,0,-1,1,47.9734,1,0.26,0,0,0,0
1868,113,1,2,1,1,0,-2,52.3283,1,0.26,0.5,0.6,0.7,0.529
1868,113,1,3,2,4,1,1,47.45686957,1,0.26,1,1,1,1
1869,113,2,1,0,0,-1,1,47.9734,1,-0.119,0,0,0,0
1869,113,2,2,1,1,0,-2,52.3283,1,-0.119,0.5,0.6,0.7,0.529
1869,113,2,3,2,4,1,1,60.46589092,1,-0.119,1,1,1,1
1870,113,3,1,0,0,-1,1,47.9734,1,-0.943,0,0,0,0
1870,113,3,2,1,1,0,-2,52.3283,1,-0.943,0.5,0.6,0.7,0.529
1870,113,3,3,2,4,1,1,66.47223146,1,-0.943,1,1,1,1
1871,113,4,1,0,0,-1,1,41.19,0,0.982,0,0,0,0
1871,113,4,2,1,1,0,-2,39.63,0,0.982,0.5,0.6,0.7,0.529
1871,113,4,3,2,4,1,1,49.99,0,0.982,1,1,1,1
1872,113,5,1,0,0,-1,1,32.38,0,-0.678,0,0,0,0
1872,113,5,2,1,1,0,-2,44.26,0,-0.678,0.5,0.6,0.7,0.529
1872,113,5,3,2,4,1,1,49.54,0,-0.678,1,1,1,1
1873,113,6,1,0,0,-1,1,40.59,0,1.184,0,0,0,0
1873,113,6,2,1,1,0,-2,57.15,0,1.184,0.5,0.6,0.7,0.529
1873,113,6,3,2,4,1,1,54.82,0,1.184,1,1,1,1
1874,113,7,1,0,0,-1,1,47.9734,1,-0.882,0,0,0,0
1874,113,7,2,1,1,0,-2,52.3284,1,-0.882,0.5,0.6,0.7,0.529
1874,113,7,3,2,4,1,1,59.75782908,1,-0.882,1,1,1,1
1875,113,8,1,0,0,-1,1,50.46,0,0.583,0,0,0,0
1875,113,8,2,1,1,0,-2,53.97,0,0.583,0.5,0.6,0.7,0.529
1875,113,8,3,2,4,1,1,49.49,0,0.583,1,1,1,1
1876,113,9,1,0,0,-1,1,47.9734,1,0.315,0,0,0,0
1876,113,9,2,1,1,0,-2,52.3284,1,0.315,0.5,0.6,0.7,0.529
1876,113,9,3,2,4,1,1,53.8400636,1,0.315,1,1,1,1
1877,113,10,1,0,0,-1,1,47.9734,1,0.702,0,0,0,0
1877,113,10,2,1,1,0,-2,52.3284,1,0.702,0.5,0.6,0.7,0.529
1877,113,10,3,2,4,1,1,63.91977071,1,0.702,1,1,1,1
1878,113,11,1,0,0,-1,1,51.42,1,-0.317,0,0,0,0
1878,113,11,2,1,1,0,-2,67.58,1,-0.317,0.5,0.6,0.7,0.529
1878,113,11,3,2,4,1,1,72.39,1,-0.317,1,1,1,1
1879,113,12,1,0,0,-1,1,47.9734,1,-1.455,0,0,0,0
1879,113,12,2,1,1,0,-2,52.3284,1,-1.455,0.5,0.6,0.7,0.529
1879,113,12,3,2,4,1,1,55.96821084,1,-1.455,1,1,1,1
1880,113,13,1,0,0,-1,1,47.9734,1,-0.143,0,0,0,0
1880,113,13,2,1,1,0,-2,52.3284,1,-0.143,0.5,0.6,0.7,0.529
1880,113,13,3,2,4,1,1,62.03433624,1,-0.143,1,1,1,1
1881,113,14,1,0,0,-1,1,49.83,0,-0.542,0,0,0,0
1881,113,14,2,1,1,0,-2,49.59,0,-0.542,0.5,0.6,0.7,0.529
1881,113,14,3,2,4,1,1,50.27,0,-0.542,1,1,1,1
1882,113,15,1,0,0,-1,1,47.9734,1,0.174,0,0,0,0
1882,113,15,2,1,1,0,-2,52.3284,1,0.174,0.5,0.6,0.7,0.529
1882,113,15,3,2,4,1,1,57.80215673,1,0.174,1,1,1,1
1883,113,16,1,0,0,-1,1,47.9735,1,-0.554,0,0,0,0
1883,113,16,2,1,1,0,-2,52.3287,1,-0.554,0.5,0.6,0.7,0.529
1883,113,16,3,2,4,1,1,54.03945184,1,-0.554,1,1,1,1
1884,113,17,1,0,0,-1,1,47.9735,1,1.309,0,0,0,0
1884,113,17,2,1,1,0,-2,52.3287,1,1.309,0.5,0.6,0.7,0.529
1884,113,17,3,2,4,1,1,48.06620291,1,1.309,1,1,1,1
1885,113,18,1,0,0,-1,1,47.9735,1,0.509,0,0,0,0
1885,113,18,2,1,1,0,-2,52.3287,1,0.509,0.5,0.6,0.7,0.529
1885,113,18,3,2,4,1,1,60.60784993,1,0.509,1,1,1,1
1886,113,19,1,0,0,-1,1,41.76,0,-0.404,0,0,0,0
1886,113,19,2,1,1,0,-2,35.79,0,-0.404,0.5,0.6,0.7,0.529
1886,113,19,3,2,4,1,1,41.59,0,-0.404,1,1,1,1
1887,113,20,1,0,0,-1,1,37.99,0,-0.227,0,0,0,0
1887,113,20,2,1,1,0,-2,40.13,0,-0.227,0.5,0.6,0.7,0.529
1887,113,20,3,2,4,1,1,35.43,0,-0.227,1,1,1,1
1888,113,21,1,0,0,-1,1,46.26,1,0.033,0,0,0,0
1888,113,21,2,1,1,0,-2,49.07,1,0.033,0.5,0.6,0.7,0.529
1888,113,21,3,2,4,1,1,50.59,1,0.033,1,1,1,1
1889,113,22,1,0,0,-1,1,46.03,0,0.634,0,0,0,0
1889,113,22,2,1,1,0,-2,40.9,0,0.634,0.5,0.6,0.7,0.529
1889,113,22,3,2,4,1,1,45.13,0,0.634,1,1,1,1
1890,113,23,1,0,0,-1,1,35.86,0,0.226,0,0,0,0
1890,113,23,2,1,1,0,-2,31.08,0,0.226,0.5,0.6,0.7,0.529
1890,113,23,3,2,4,1,1,33.21,0,0.226,1,1,1,1
1891,113,24,1,0,0,-1,1,36.51,0,0.226,0,0,0,0
1891,113,24,2,1,1,0,-2,31.07,0,0.226,0.5,0.6,0.7,0.529
1891,113,24,3,2,4,1,1,30.83,0,0.226,1,1,1,1
1892,113,25,1,0,0,-1,1,44.51,0,-0.313,0,0,0,0
1892,113,25,2,1,1,0,-2,45.52,0,-0.313,0.5,0.6,0.7,0.529
1892,113,25,3,2,4,1,1,49.45,0,-0.313,1,1,1,1
1893,114,1,1,0,0,-1,1,52.56,0,-0.718,0,0,0,0
1893,114,1,2,1,1,0,-2,53.36,0,-0.718,0.5,0.6,0.7,0.529
1893,114,1,3,2,4,1,1,53.69,0,-0.718,1,1,1,1
1894,114,2,1,0,0,-1,1,40.32,0,0.36,0,0,0,0
1894,114,2,2,1,1,0,-2,41.26,0,0.36,0.5,0.6,0.7,0.529
1894,114,2,3,2,4,1,1,48.61,0,0.36,1,1,1,1
1895,114,3,1,0,0,-1,1,49.5,0,0.427,0,0,0,0
1895,114,3,2,1,1,0,-2,57.79,0,0.427,0.5,0.6,0.7,0.529
1895,114,3,3,2,4,1,1,63.76,0,0.427,1,1,1,1
1896,114,4,1,0,0,-1,1,43.19,0,-0.571,0,0,0,0
1896,114,4,2,1,1,0,-2,45.07,0,-0.571,0.5,0.6,0.7,0.529
1896,114,4,3,2,4,1,1,58.24,0,-0.571,1,1,1,1
1897,114,5,1,0,0,-1,1,47.9745,1,-0.266,0,0,0,0
1897,114,5,2,1,1,0,-2,52.3303,1,-0.266,0.5,0.6,0.7,0.529
1897,114,5,3,2,4,1,1,60.50565402,1,-0.266,1,1,1,1
1898,114,6,1,0,0,-1,1,47.9745,1,-0.668,0,0,0,0
1898,114,6,2,1,1,0,-2,52.3303,1,-0.668,0.5,0.6,0.7,0.529
1898,114,6,3,2,4,1,1,60.68747895,1,-0.668,1,1,1,1
1899,114,7,1,0,0,-1,1,52.33,1,0.772,0,0,0,0
1899,114,7,2,1,1,0,-2,67.13,1,0.772,0.5,0.6,0.7,0.529
1899,114,7,3,2,4,1,1,76.28,1,0.772,1,1,1,1
1900,114,8,1,0,0,-1,1,53.33,0,-0.591,0,0,0,0
1900,114,8,2,1,1,0,-2,52.95,0,-0.591,0.5,0.6,0.7,0.529
1900,114,8,3,2,4,1,1,56.45,0,-0.591,1,1,1,1
1901,114,9,1,0,0,-1,1,43.93,0,-0.343,0,0,0,0
1901,114,9,2,1,1,0,-2,38.93,0,-0.343,0.5,0.6,0.7,0.529
1901,114,9,3,2,4,1,1,36.36,0,-0.343,1,1,1,1
1902,114,10,1,0,0,-1,1,42.49,0,0.26,0,0,0,0
1902,114,10,2,1,1,0,-2,35.63,0,0.26,0.5,0.6,0.7,0.529
1902,114,10,3,2,4,1,1,39.64,0,0.26,1,1,1,1
1903,114,11,1,0,0,-1,1,55.82,1,0.032,0,0,0,0
1903,114,11,2,1,1,0,-2,71.26,1,0.032,0.5,0.6,0.7,0.529
1903,114,11,3,2,4,1,1,70.27,1,0.032,1,1,1,1
1904,114,12,1,0,0,-1,1,44.01,0,1.262,0,0,0,0
1904,114,12,2,1,1,0,-2,46.14,0,1.262,0.5,0.6,0.7,0.529
1904,114,12,3,2,4,1,1,43.04,0,1.262,1,1,1,1
1905,114,13,1,0,0,-1,1,47.9745,1,0.362,0,0,0,0
1905,114,13,2,1,1,0,-2,52.3304,1,0.362,0.5,0.6,0.7,0.529
1905,114,13,3,2,4,1,1,59.0509455,1,0.362,1,1,1,1
1906,114,14,1,0,0,-1,1,47.9745,1,0.583,0,0,0,0
1906,114,14,2,1,1,0,-2,52.3304,1,0.583,0.5,0.6,0.7,0.529
1906,114,14,3,2,4,1,1,66.52318885,1,0.583,1,1,1,1
1907,115,1,1,0,0,-1,1,29.23,0,1.123,0,0,0,0
1907,115,1,2,1,1,0,-2,36.91,0,1.123,0.5,0.6,0.7,0.529
1907,115,1,3,2,4,1,1,43.83,0,1.123,1,1,1,1
1908,115,2,1,0,0,-1,1,37.53,0,1.705,0,0,0,0
1908,115,2,2,1,1,0,-2,41.36,0,1.705,0.5,0.6,0.7,0.529
1908,115,2,3,2,4,1,1,49.77,0,1.705,1,1,1,1
1909,115,3,1,0,0,-1,1,47.9748,1,1.608,0,0,0,0
1909,115,3,2,1,1,0,-2,52.3309,1,1.608,0.5,0.6,0.7,0.529
1909,115,3,3,2,4,1,1,67.13604879,1,1.608,1,1,1,1
1910,115,4,1,0,0,-1,1,59.36,1,0.881,0,0,0,0
1910,115,4,2,1,1,0,-2,57.9,1,0.881,0.5,0.6,0.7,0.529
1910,115,4,3,2,4,1,1,65.2,1,0.881,1,1,1,1
1911,115,5,1,0,0,-1,1,47.9748,1,0.535,0,0,0,0
1911,115,5,2,1,1,0,-2,52.3309,1,0.535,0.5,0.6,0.7,0.529
1911,115,5,3,2,4,1,1,61.08215803,1,0.535,1,1,1,1
1912,115,6,1,0,0,-1,1,57.68,1,1.51,0,0,0,0
1912,115,6,2,1,1,0,-2,57.3,1,1.51,0.5,0.6,0.7,0.529
1912,115,6,3,2,4,1,1,63.88,1,1.51,1,1,1,1
1913,115,7,1,0,0,-1,1,47.9748,1,1.381,0,0,0,0
1913,115,7,2,1,1,0,-2,52.3309,1,1.381,0.5,0.6,0.7,0.529
1913,115,7,3,2,4,1,1,50.57105179,1,1.381,1,1,1,1
1914,115,8,1,0,0,-1,1,47.9748,1,1.057,0,0,0,0
1914,115,8,2,1,1,0,-2,52.3309,1,1.057,0.5,0.6,0.7,0.529
1914,115,8,3,2,4,1,1,50.26491777,1,1.057,1,1,1,1
1915,115,9,1,0,0,-1,1,47.9748,1,0.88,0,0,0,0
1915,115,9,2,1,1,0,-2,52.3309,1,0.88,0.5,0.6,0.7,0.529
1915,115,9,3,2,4,1,1,50.38033971,1,0.88,1,1,1,1
1916,115,10,1,0,0,-1,1,37.97,0,1.077,0,0,0,0
1916,115,10,2,1,1,0,-2,49.12,0,1.077,0.5,0.6,0.7,0.529
1916,115,10,3,2,4,1,1,46.47,0,1.077,1,1,1,1
1917,115,11,1,0,0,-1,1,41.69,0,1.085,0,0,0,0
1917,115,11,2,1,1,0,-2,43.38,0,1.085,0.5,0.6,0.7,0.529
1917,115,11,3,2,4,1,1,42.72,0,1.085,1,1,1,1
1918,115,12,1,0,0,-1,1,45.38,0,1.112,0,0,0,0
1918,115,12,2,1,1,0,-2,45.06,0,1.112,0.5,0.6,0.7,0.529
1918,115,12,3,2,4,1,1,46.68,0,1.112,1,1,1,1
1919,116,1,1,0,0,-1,1,47.9748,1,-0.901,0,0,0,0
1919,116,1,2,1,1,0,-2,52.331,1,-0.901,0.5,0.6,0.7,0.529
1919,116,1,3,2,4,1,1,48.22648729,1,-0.901,1,1,1,1
1920,116,2,1,0,0,-1,1,47.9748,1,-2.039,0,0,0,0
1920,116,2,2,1,1,0,-2,52.331,1,-2.039,0.5,0.6,0.7,0.529
1920,116,2,3,2,4,1,1,57.83907157,1,-2.039,1,1,1,1
1921,116,3,1,0,0,-1,1,47.9748,1,-0.497,0,0,0,0
1921,116,3,2,1,1,0,-2,52.331,1,-0.497,0.5,0.6,0.7,0.529
1921,116,3,3,2,4,1,1,62.3796246,1,-0.497,1,1,1,1
1922,116,4,1,0,0,-1,1,47.975,1,-1.15,0,0,0,0
1922,116,4,2,1,1,0,-2,52.3313,1,-1.15,0.5,0.6,0.7,0.529
1922,116,4,3,2,4,1,1,61.02091965,1,-1.15,1,1,1,1
1923,116,5,1,0,0,-1,1,47.975,1,-0.424,0,0,0,0
1923,116,5,2,1,1,0,-2,52.3313,1,-0.424,0.5,0.6,0.7,0.529
1923,116,5,3,2,4,1,1,67.34494324,1,-0.424,1,1,1,1
1924,116,6,1,0,0,-1,1,55.67,1,-1.546,0,0,0,0
1924,116,6,2,1,1,0,-2,63.86,1,-1.546,0.5,0.6,0.7,0.529
1924,116,6,3,2,4,1,1,67.3,1,-1.546,1,1,1,1
1925,116,7,1,0,0,-1,1,41.93,0,-0.425,0,0,0,0
1925,116,7,2,1,1,0,-2,41.08,0,-0.425,0.5,0.6,0.7,0.529
1925,116,7,3,2,4,1,1,46.19,0,-0.425,1,1,1,1
1926,116,8,1,0,0,-1,1,47.975,1,0.549,0,0,0,0
1926,116,8,2,1,1,0,-2,52.3313,1,0.549,0.5,0.6,0.7,0.529
1926,116,8,3,2,4,1,1,59.97128035,1,0.549,1,1,1,1
1927,116,9,1,0,0,-1,1,47.975,1,-0.039,0,0,0,0
1927,116,9,2,1,1,0,-2,52.3313,1,-0.039,0.5,0.6,0.7,0.529
1927,116,9,3,2,4,1,1,68.34431563,1,-0.039,1,1,1,1
1928,116,10,1,0,0,-1,1,47.975,1,-0.815,0,0,0,0
1928,116,10,2,1,1,0,-2,52.3313,1,-0.815,0.5,0.6,0.7,0.529
1928,116,10,3,2,4,1,1,63.22192549,1,-0.815,1,1,1,1
1929,116,11,1,0,0,-1,1,47.975,1,-1.53,0,0,0,0
1929,116,11,2,1,1,0,-2,52.3313,1,-1.53,0.5,0.6,0.7,0.529
1929,116,11,3,2,4,1,1,65.8373086,1,-1.53,1,1,1,1
1930,116,12,1,0,0,-1,1,62.19,1,-1.151,0,0,0,0
1930,116,12,2,1,1,0,-2,67.16,1,-1.151,0.5,0.6,0.7,0.529
1930,116,12,3,2,4,1,1,77.57,1,-1.151,1,1,1,1
1931,116,13,1,0,0,-1,1,65.83,1,-0.298,0,0,0,0
1931,116,13,2,1,1,0,-2,68.65,1,-0.298,0.5,0.6,0.7,0.529
1931,116,13,3,2,4,1,1,71.76,1,-0.298,1,1,1,1
1932,116,14,1,0,0,-1,1,57.33,0,-0.841,0,0,0,0
1932,116,14,2,1,1,0,-2,62.77,0,-0.841,0.5,0.6,0.7,0.529
1932,116,14,3,2,4,1,1,62.78,0,-0.841,1,1,1,1
1933,116,15,1,0,0,-1,1,49.59,0,-0.548,0,0,0,0
1933,116,15,2,1,1,0,-2,52.25,0,-0.548,0.5,0.6,0.7,0.529
1933,116,15,3,2,4,1,1,41.21,0,-0.548,1,1,1,1
1934,116,16,1,0,0,-1,1,59.05,1,-2.226,0,0,0,0
1934,116,16,2,1,1,0,-2,64.51,1,-2.226,0.5,0.6,0.7,0.529
1934,116,16,3,2,4,1,1,65.3,1,-2.226,1,1,1,1
1935,116,17,1,0,0,-1,1,47.975,1,-1.59,0,0,0,0
1935,116,17,2,1,1,0,-2,52.3313,1,-1.59,0.5,0.6,0.7,0.529
1935,116,17,3,2,4,1,1,54.47704173,1,-1.59,1,1,1,1
1936,116,18,1,0,0,-1,1,55.96,0,-0.62,0,0,0,0
1936,116,18,2,1,1,0,-2,62.63,0,-0.62,0.5,0.6,0.7,0.529
1936,116,18,3,2,4,1,1,68.33,0,-0.62,1,1,1,1
1937,116,19,1,0,0,-1,1,47.975,1,-0.2,0,0,0,0
1937,116,19,2,1,1,0,-2,52.3313,1,-0.2,0.5,0.6,0.7,0.529
1937,116,19,3,2,4,1,1,58.90092932,1,-0.2,1,1,1,1
1938,117,1,1,0,0,-1,1,47.975,1,0.069,0,0,0,0
1938,117,1,2,1,1,0,-2,52.3313,1,0.069,0.5,0.6,0.7,0.529
1938,117,1,3,2,4,1,1,69.7741124,1,0.069,1,1,1,1
1939,117,2,1,0,0,-1,1,47.975,1,-0.095,0,0,0,0
1939,117,2,2,1,1,0,-2,52.3313,1,-0.095,0.5,0.6,0.7,0.529
1939,117,2,3,2,4,1,1,62.99236647,1,-0.095,1,1,1,1
1940,117,3,1,0,0,-1,1,40.32,0,-0.272,0,0,0,0
1940,117,3,2,1,1,0,-2,40.75,0,-0.272,0.5,0.6,0.7,0.529
1940,117,3,3,2,4,1,1,40.24,0,-0.272,1,1,1,1
1941,117,4,1,0,0,-1,1,47.975,1,-0.988,0,0,0,0
1941,117,4,2,1,1,0,-2,52.3314,1,-0.988,0.5,0.6,0.7,0.529
1941,117,4,3,2,4,1,1,53.43772045,1,-0.988,1,1,1,1
1942,117,5,1,0,0,-1,1,38.48,0,-0.601,0,0,0,0
1942,117,5,2,1,1,0,-2,29.46,0,-0.601,0.5,0.6,0.7,0.529
1942,117,5,3,2,4,1,1,40.85,0,-0.601,1,1,1,1
1943,117,6,1,0,0,-1,1,47.975,1,-0.964,0,0,0,0
1943,117,6,2,1,1,0,-2,52.3314,1,-0.964,0.5,0.6,0.7,0.529
1943,117,6,3,2,4,1,1,56.06375288,1,-0.964,1,1,1,1
1944,117,7,1,0,0,-1,1,47.975,1,-0.422,0,0,0,0
1944,117,7,2,1,1,0,-2,52.3314,1,-0.422,0.5,0.6,0.7,0.529
1944,117,7,3,2,4,1,1,50.82369911,1,-0.422,1,1,1,1
1945,117,8,1,0,0,-1,1,47.975,1,0.325,0,0,0,0
1945,117,8,2,1,1,0,-2,52.3314,1,0.325,0.5,0.6,0.7,0.529
1945,117,8,3,2,4,1,1,53.96736968,1,0.325,1,1,1,1
1946,117,9,1,0,0,-1,1,35.88,0,-0.227,0,0,0,0
1946,117,9,2,1,1,0,-2,38.06,0,-0.227,0.5,0.6,0.7,0.529
1946,117,9,3,2,4,1,1,34.07,0,-0.227,1,1,1,1
1947,117,10,1,0,0,-1,1,41.23,0,0.378,0,0,0,0
1947,117,10,2,1,1,0,-2,43.74,0,0.378,0.5,0.6,0.7,0.529
